factor_order,factor_name,target_name,target_role,window,year,month_count,mean_q5_minus_q1,median_q5_minus_q1,positive_spread_share,mean_portfolio_return_spearman,mean_q5_minus_q1_bps
2,delta_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2023,12,-0.019943723001280292,-0.0267748465410222,0.16666666666666666,-0.575,-199.43723001280293
2,delta_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2024,12,-0.01412325834764012,-0.011021678494655544,0.3333333333333333,-0.27499999999999997,-141.2325834764012
2,delta_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2025,12,-0.02391541066157045,-0.01880669436334135,0.08333333333333333,-0.6666666666666666,-239.1541066157045
2,delta_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2026,7,-0.016513877832659757,-0.024356512670604173,0.14285714285714285,-0.3142857142857142,-165.13877832659756
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2015,9,-0.02259826850018756,-0.014148904352421218,0.2222222222222222,-0.28888888888888886,-225.98268500187558
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2016,12,-0.011131931782115176,-0.004403946758098102,0.5,-0.16666666666666663,-111.31931782115176
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2017,12,-0.006364147814051191,-0.009012752386322258,0.4166666666666667,-0.17499999999999996,-63.64147814051191
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2018,12,0.005798533135208957,0.007588217300051857,0.6666666666666666,0.24999999999999997,57.98533135208957
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2019,12,-0.0096337962207139,-0.010769665861378001,0.3333333333333333,-0.3166666666666666,-96.337962207139
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2020,12,0.0032804631840494015,-0.0004284529965920506,0.5,-0.12499999999999999,32.80463184049402
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2021,12,0.005790400679709443,0.0018195743687987056,0.5,0.049999999999999996,57.904006797094425
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2022,12,0.015330726573143686,0.01607821492528734,0.75,0.36666666666666664,153.30726573143687
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2023,12,0.0039693361577495785,-0.0012229510050716231,0.5,0.14166666666666664,39.693361577495786
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2024,10,-0.005769841918187091,0.0006078568572030717,0.5,0.030000000000000044,-57.69841918187091
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2025,12,0.0011322069756189406,-4.562718630069743e-05,0.5,0.19999999999999996,11.322069756189407
3,cross_industry_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2026,6,-0.004085142120190223,-0.034744516175554976,0.16666666666666666,-0.44999999999999996,-40.851421201902234
